text,target,category,polarity
Servisi iyiydi çalışanları güleryüzlü fakat yemeklerinden eskiden aldığım tadı almıyorum.,yemeklerinden,FOOD#QUALITY,negative
"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem",NULL,RESTAURANT#GENERAL,negative
"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem",çilekli limonatasını,DRINKS#QUALITY,positive
Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,mekan,RESTAURANT#GENERAL,negative
Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,manzara ve konum,AMBIENCE#GENERAL,positive
Zaman kaybı!,NULL,RESTAURANT#GENERAL,negative
Yemekleri fena degil.,Yemekleri,FOOD#QUALITY,neutral
Ozellikle zeytinyaglilari guzel.,zeytinyaglilari,FOOD#QUALITY,positive
Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.,zeytinyagli veya ev yemegivari,FOOD#QUALITY,positive
Ama dunyanin en yavas evlere servis hizmetini sunuyorlar.,evlere servis hizmetini,SERVICE#GENERAL,negative
Hele de ogle saatinde 50 ile 70 dakika beklemeye hazir olun.,beklemeye,SERVICE#GENERAL,negative
Ogle saatleri degilse de 25-30 dk beklemeyi goze almak gerekiyor.,beklemeyi,SERVICE#GENERAL,negative
En son soyledigimiz firinda makarnasi da kuru geldikten sonra bir daha siparis vermemeye karar verdik.,firinda makarnasi,FOOD#QUALITY,negative
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",omleti,FOOD#QUALITY,negative
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",kahvaltı,FOOD#QUALITY,positive
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",dekorasyonda,AMBIENCE#GENERAL,positive
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",Manzarasi,AMBIENCE#GENERAL,positive
Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,süslemeleri,SERVICE#GENERAL,positive
Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,kahvaltıya,SERVICE#GENERAL,positive
Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .,yemek porsiyonları,FOOD#STYLE_OPTIONS,negative
Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .,sunum,FOOD#STYLE_OPTIONS,negative
Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .,Kahvaltısı,FOOD#QUALITY,positive
Kısacası manzarası için gidilebilinir bir yer sadece .,yer,RESTAURANT#GENERAL,negative
Kısacası manzarası için gidilebilinir bir yer sadece .,manzarası,AMBIENCE#GENERAL,positive
"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar.",karşılama,SERVICE#GENERAL,positive
"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar.",çalışanlar,SERVICE#GENERAL,positive
Sunumu beğendik.,Sunumu,SERVICE#GENERAL,positive
Sakin mutlu bir yemekti.,yemekti,AMBIENCE#GENERAL,positive
Tekrar gitmeyi düşünürüm.,NULL,RESTAURANT#GENERAL,positive
"Klasik rakı-balık-fasıl üçlemesinden sıkılan, ve mezelere odaklanmak isteyenler için en iyi alternatif.",mezelere,FOOD#QUALITY,positive
Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,Manzara,AMBIENCE#GENERAL,neutral
Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,lakerdası,FOOD#QUALITY,positive
Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,mezeleri,FOOD#QUALITY,positive
"Fıstıklı peynirli meze, buraya özel bir lezzet.",Fıstıklı peynirli meze,FOOD#QUALITY,positive
Kişi başı 60 liraya rakınız ve mezelerinizle güzel bir akşam geçirmeniz garanti.,Kişi başı,RESTAURANT#PRICES,positive
Kişi başı 60 liraya rakınız ve mezelerinizle güzel bir akşam geçirmeniz garanti.,mezelerinizle,FOOD#QUALITY,positive
"Konum itibariyle cok guzel yerde, manzarasi enfes.",manzarasi,AMBIENCE#GENERAL,positive
"Konum itibariyle cok guzel yerde, manzarasi enfes.",Konum,LOCATION#GENERAL,positive
"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi.",Limonatasi,DRINKS#STYLE_OPTIONS,positive
"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi.",Limonatasi,DRINKS#QUALITY,positive
"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi.",ayvalik tostu,FOOD#QUALITY,neutral
"Ancak mekanin en buyuk sıkıntısı hizmet kalitesi, cok cok yavaslar!",hizmet kalitesi,SERVICE#GENERAL,negative
"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!",bogaz manzarasi,AMBIENCE#GENERAL,positive
"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!",hizmet kalitesi,SERVICE#GENERAL,negative
"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!",lokasyon,LOCATION#GENERAL,positive
Sinirsz kahvalti keyfi için harika bir yer.,kahvalti,FOOD#QUALITY,positive
Manzarasi cok güzel.,Manzarasi,AMBIENCE#GENERAL,positive
Garsonlar biraz daha güler yüxlü olabilir.,Garsonlar,SERVICE#GENERAL,negative
40 tl kisi basi.,kisi basi,RESTAURANT#PRICES,neutral
Zengin bir acik büfe menüsü var.,acik büfe menüsü,FOOD#STYLE_OPTIONS,positive
Keyifli bir yer.,yer,RESTAURANT#GENERAL,positive
Son zamanların benim için en büyük hayal kırıklığı.,NULL,RESTAURANT#GENERAL,negative
Bu kadar büyük merakla gelip de yediklerimden bu kadar az haz ettiğim başka bir yer olmadı.,yediklerimden,FOOD#QUALITY,negative
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",mekanın manzarası,AMBIENCE#GENERAL,positive
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",lezzet,FOOD#QUALITY,negative
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",Garson arkadaşlar,SERVICE#GENERAL,positive
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",hizmet,SERVICE#GENERAL,positive
Köprü altı yerleri gibi kalamar koydular önümüze.,kalamar,FOOD#QUALITY,negative
Yeşilköy efsanesi burada sürmemiş,burada,RESTAURANT#GENERAL,negative
"Yıllar önce keyifli mekan sayısı azken sıklıkla tercih ettiğimiz, mekan sayısı arttıkça da geri plana ittiğimiz mekanlardan.",mekanlardan,RESTAURANT#GENERAL,neutral
Bahçesi insana huzur veriyordu...,Bahçesi,AMBIENCE#GENERAL,positive
"Manzara guzel servis rezalet , 3 kere soylemeden getirmiyorlar , iki kere degil 5 kere dusunun gelirken",Manzara,AMBIENCE#GENERAL,positive
"Manzara guzel servis rezalet , 3 kere soylemeden getirmiyorlar , iki kere degil 5 kere dusunun gelirken",servis,SERVICE#GENERAL,negative
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe.,manzaralı,AMBIENCE#GENERAL,negative
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe.,cafe,RESTAURANT#GENERAL,positive
E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik.,E5 üstünde,LOCATION#GENERAL,positive
Bahçesi keyifli yemekte çok kötü değildi.,Bahçesi,AMBIENCE#GENERAL,positive
Bahçesi keyifli yemekte çok kötü değildi.,yemekte,FOOD#QUALITY,neutral
Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,beklesekte,SERVICE#GENERAL,negative
Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,cafe,RESTAURANT#GENERAL,neutral
"besiktas barbarosta bulunan sampi sabaha kadar acik,gece cani cekenler icin ideal ve paket servisi de var,kapali kasarlisi da cok lezzetli oluyor",kapali kasarlisi,FOOD#QUALITY,positive
Pizzalarini fena bulmadim.,Pizzalarini,FOOD#QUALITY,neutral
Acikcasi cok ayilip bayilani var ama ben daha kalin hamurlu pizzalari seviyorum.,pizzalari,FOOD#STYLE_OPTIONS,negative
Ama Pizzeria Trio' nun pizzalari da guzel.,pizzalari,FOOD#QUALITY,positive
Eti kotuydu net ama geri kalan urunleri fena sayilmazdi.,urunleri,FOOD#QUALITY,neutral
Eti kotuydu net ama geri kalan urunleri fena sayilmazdi.,Eti,FOOD#QUALITY,negative
İnanilmaz bir manzaraya sahip bu arada mekan.,manzaraya,AMBIENCE#GENERAL,positive
"Pizza, sarap, manzara kombini icin gidilebilir.",sarap,DRINKS#QUALITY,positive
"Pizza, sarap, manzara kombini icin gidilebilir.",manzara,AMBIENCE#GENERAL,positive
"Pizza, sarap, manzara kombini icin gidilebilir.",Pizza,FOOD#QUALITY,positive
Özellikle bahçesini tercih edin giderseniz.,bahçesini,AMBIENCE#GENERAL,positive
açık alan gayet rahat.,açık alan,AMBIENCE#GENERAL,positive
"içecekler güzel, ama fastfood tarzı atıştırmalık tercih edecekseniz pek tavsiye etmem.",içecekler,DRINKS#QUALITY,positive
"içecekler güzel, ama fastfood tarzı atıştırmalık tercih edecekseniz pek tavsiye etmem.",fastfood tarzı atıştırmalık,FOOD#QUALITY,negative
Yemekler fena değil fakat porsiyonlar çok ufak.,Yemekler,FOOD#QUALITY,neutral
Yemekler fena değil fakat porsiyonlar çok ufak.,porsiyonlar,FOOD#STYLE_OPTIONS,negative
Fiyat biraz fazla gibi.,Fiyat,RESTAURANT#PRICES,negative
Burasi eskiden favori yerlerimdendi menüsü degisti ve artik eski menudeki yemeklerin bile tadi ayni degil lezzet olarak cok kötü.,lezzet,FOOD#QUALITY,negative
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,ic alani,AMBIENCE#GENERAL,positive
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,dis alani bahcesiyle,AMBIENCE#GENERAL,positive
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,mekan,AMBIENCE#GENERAL,positive
Tadı bir başka aşşkın kuruçeşmenin en iyi mekanı diyebiliriz arkadaşlarla kahve içip sohbet etmek burda bir başka,mekanı,RESTAURANT#GENERAL,positive
Kadıköy'ün bira cennetlerinden biri.,bira,DRINKS#STYLE_OPTIONS,positive
Eski çalışanları daha iyi ve samimiydi diye düşünüyorum.,çalışanları,SERVICE#GENERAL,negative
"Mevcut çalışanlarının marjinal görünümlerini yadırgamamakla birlikte , bu marjinal görüntü hafiften cool davranışlara kaçıyor, bu da hizmete olumsuz yansıyor.",çalışanlarının,SERVICE#GENERAL,negative
Daha gülümseyen bir çalışan profili olmalı.,çalışan profili,SERVICE#GENERAL,negative
"Hizmeti ortalama, yemekler ortalama.",yemekler,FOOD#QUALITY,neutral
"Hizmeti ortalama, yemekler ortalama.",Hizmeti,SERVICE#GENERAL,neutral
Yine de bol çeşit bira denemek ve müzik dinlemek için gidilmeli.,müzik,AMBIENCE#GENERAL,positive
Yine de bol çeşit bira denemek ve müzik dinlemek için gidilmeli.,bira,DRINKS#STYLE_OPTIONS,positive
Yemekler çok vasat.,Yemekler,FOOD#QUALITY,negative
her zaman çok yoğun.,NULL,SERVICE#GENERAL,negative
içerde müzikten birbirini duyamıyorsun.,müzikten,AMBIENCE#GENERAL,negative
servis elemanları kaba.,servis elemanları,SERVICE#GENERAL,negative
sadece fiyatlar makul.,fiyatlar,RESTAURANT#PRICES,positive
menü kısıtlı,menü,FOOD#STYLE_OPTIONS,negative
"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",ulasim,LOCATION#GENERAL,positive
"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",haftasonu hahvalti,FOOD#STYLE_OPTIONS,positive
"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",dtox corbasi,FOOD#QUALITY,positive
"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",Cizbiz koftesi,FOOD#QUALITY,positive
"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",manzarasi,AMBIENCE#GENERAL,positive
"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim",sutis moccachinosu,DRINKS#QUALITY,positive
Sosyal medyada ünlü olduktan sonra kaliteyi düşürmüş mekanlardan bir tanesi.,kaliteyi,RESTAURANT#GENERAL,negative
"Arkadaşım aşkı memnu söyledi,ben de cheescake söyledim.",cheescake,FOOD#QUALITY,neutral
"Arkadaşım aşkı memnu söyledi,ben de cheescake söyledim.",aşkı memnu,FOOD#QUALITY,neutral
İkisi de durmuş ve kötü kalite malzeme kullanılmıştı.,malzeme,FOOD#QUALITY,negative
En azından adlarıyla özdeşleşmiş tatlılarına özen göstermelerini beklerdim.,tatlılarına,FOOD#QUALITY,negative
Bu manzarada ne versek yerler mantığında bir işletmenin Kuruçeşme'de olmasına çok üzüldüm.,işletmenin,RESTAURANT#GENERAL,negative
"Önermiyorum, eminim aynı güzellikte manzaraya sahip ama yemekleri müşteriye saygı gereği taze ve iyi malzemeyle yapılmış bir yer bulabilirsiniz civarda.",manzaraya,AMBIENCE#GENERAL,positive
"Önermiyorum, eminim aynı güzellikte manzaraya sahip ama yemekleri müşteriye saygı gereği taze ve iyi malzemeyle yapılmış bir yer bulabilirsiniz civarda.",yemekleri,FOOD#QUALITY,negative
anzarasi harika...,anzarasi,AMBIENCE#GENERAL,positive
- Burasi haftada bir ugramaya çalistigim ve manzarasina bayildigim bir mekan.,manzarasina,AMBIENCE#GENERAL,positive
Ancak bir seyler yemek için çok iyi denemez.,yemek,FOOD#QUALITY,negative
Pastalari 3. sinif pastane mamulleri gibi...,Pastalari,FOOD#QUALITY,negative
Ayrica genelde çok kalabalik olmasi nedeniyle yer kapmak için bayagi bir ugrasmak gerekiyor.,yer kapmak,SERVICE#GENERAL,negative
Servis vasat.,Servis,SERVICE#GENERAL,negative
"Çatal, bıçak pis ve cevizli baklavası şerbetinden insanın midesini bulandiriyor.","Çatal, bıçak",SERVICE#GENERAL,negative
"Çatal, bıçak pis ve cevizli baklavası şerbetinden insanın midesini bulandiriyor.",cevizli baklavası,FOOD#QUALITY,negative
Ayrıca baklava yanmış gibi.,baklava,FOOD#QUALITY,negative
Fıstıklı tatlılar idare eder.,Fıstıklı tatlılar,FOOD#QUALITY,neutral
Karakoyde yer alan sirin bir cafe.,cafe,RESTAURANT#GENERAL,positive
Sık sık gelip butun caylardan denemek lazim.,caylardan,DRINKS#QUALITY,positive
Fiyatlar yuksek ama verdiginiz paraya degiyo,NULL,RESTAURANT#GENERAL,positive
Fiyatlar yuksek ama verdiginiz paraya degiyo,Fiyatlar,RESTAURANT#PRICES,negative
Dekorasyonu cok hos.,Dekorasyonu,AMBIENCE#GENERAL,positive
Cok rahat koltuklari var.,koltuklari,AMBIENCE#GENERAL,positive
Oturup saatlerce kaliteli cay esliginde muhabbet edebilirsiniz.,cay,DRINKS#QUALITY,positive
Oturup saatlerce kaliteli cay esliginde muhabbet edebilirsiniz.,NULL,AMBIENCE#GENERAL,positive
Buzlu cay hayatimda ictigim en iyi buzlu caydi.,Buzlu cay,DRINKS#QUALITY,positive
Seker orani yerindeydi ve cok ferahlatiyordu.,Seker orani,DRINKS#QUALITY,positive
Cin cayi nin tadi da cok guzeldi.,Cin cayi,DRINKS#QUALITY,positive
Kavun aromasinin kivami yerindeydi ama ic ic bitmedi bir turlu.,Kavun aromasinin,DRINKS#QUALITY,positive
Fiyat/Performans olarak gidilebilecek mekanlardan birisi Uzunlar Kebap.,Uzunlar Kebap,RESTAURANT#GENERAL,positive
Fiyat/Performans olarak gidilebilecek mekanlardan birisi Uzunlar Kebap.,Fiyat,RESTAURANT#PRICES,positive
Piyasada bulunan kebapçılara göre 1 tık daha iyidir.,NULL,RESTAURANT#GENERAL,positive
"Haftasonu gezmeleri için de gidilebilir, aç kaldığınızda yemeğimi yiyip hemen kalkayım mantığında da gidebilirsiniz.",gidilebilir,RESTAURANT#GENERAL,positive
"Berbat bir yer,insanlarin sefil oldugu,göcmen burosuna sıra bekleyen biri gibi hissettim,rezalet...",yer,RESTAURANT#GENERAL,negative
"Berbat bir yer,insanlarin sefil oldugu,göcmen burosuna sıra bekleyen biri gibi hissettim,rezalet...",sıra,SERVICE#GENERAL,negative
asla gitmeyin.,NULL,RESTAURANT#GENERAL,negative
paranızla rezil olmak isterseniz buyrun derim.,NULL,RESTAURANT#GENERAL,negative
Menusundeki hemen hemen hersey oldukca lezzetli.,hersey,FOOD#QUALITY,positive
Ozellikle acik bufe sabah kahvaltisi evinizde yapiyormus gibi keyifli.,acik bufe sabah kahvaltisi,FOOD#QUALITY,positive
"Standart bir kahvalti fakat ortam,servis,mekanin konumu çitayi yükseltiyor.",konumu,AMBIENCE#GENERAL,positive
"Standart bir kahvalti fakat ortam,servis,mekanin konumu çitayi yükseltiyor.",servis,SERVICE#GENERAL,positive
"Standart bir kahvalti fakat ortam,servis,mekanin konumu çitayi yükseltiyor.",kahvalti,FOOD#QUALITY,neutral
"Standart bir kahvalti fakat ortam,servis,mekanin konumu çitayi yükseltiyor.",ortam,AMBIENCE#GENERAL,positive
"Özellikle servis elemani Sezgin bey 'in isini bu kadar iyi yapmasi ve herkesle esit ayni güler yüzle ilgilenmesi , masalar arasi slalom yaparken hiç bir istegi ikiletmemesi hepimizin sempatisini ve takdirini kazandi.",servis elemani,SERVICE#GENERAL,positive
"Özellikle servis elemani Sezgin bey 'in isini bu kadar iyi yapmasi ve herkesle esit ayni güler yüzle ilgilenmesi , masalar arasi slalom yaparken hiç bir istegi ikiletmemesi hepimizin sempatisini ve takdirini kazandi.",ilgilenmesi,SERVICE#GENERAL,positive
Göksu'da gidilebilecek en hos cafelerden biri bence.,cafelerden,RESTAURANT#GENERAL,positive
Geniş bahçesi ve terası ile bu lokasyona yakın arkadaşların yaz akşamlaında açık haavada nargile keyfi yapabilecekleri bir mekan.,Geniş bahçesi ve terası,AMBIENCE#GENERAL,positive
Geniş bahçesi ve terası ile bu lokasyona yakın arkadaşların yaz akşamlaında açık haavada nargile keyfi yapabilecekleri bir mekan.,mekan,AMBIENCE#GENERAL,positive
Ulasim oldukca kolay.,Ulasim,LOCATION#GENERAL,positive
Otoparki vale sistemiyle calisiyor.,Otoparki,LOCATION#GENERAL,neutral
Cevre duzenlemesi okadar guzel yapilmiski daha yemekleri tatmadan iyi geldim diyorsunuz.,Cevre duzenlemesi,AMBIENCE#GENERAL,positive
"Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor.","Etler , meze, salata",FOOD#QUALITY,positive
"Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor.",patates kizartmasi,FOOD#QUALITY,positive
Hepsi ayri lezzetli.,NULL,FOOD#QUALITY,positive
Acildigindan beri ara sira gidiyordum.,NULL,RESTAURANT#GENERAL,neutral
icin) artik gitmiyorum.,NULL,RESTAURANT#GENERAL,negative
Yasaklatanlara hayirli olsun!,NULL,RESTAURANT#GENERAL,negative
Vasat - Istanbul'daki kebapçilarla kiyaslayacak olursak gerçekten vasat.,NULL,FOOD#QUALITY,neutral
Ama benim derdim kebap degil yeni bir yer görmek diyorsaniz kesinlikle tavsiye edilir.,yer,AMBIENCE#GENERAL,positive
Ama benim derdim kebap degil yeni bir yer görmek diyorsaniz kesinlikle tavsiye edilir.,kebap,FOOD#QUALITY,neutral
